AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,time_deff,Mean_Transaction,Mean_Account_Balance
AC00012,590.57,Debit,Milwaukee,D000540,150.231.20.169,M050,ATM,79,Retired,93,1,3224.6,6.0,344.63000000000005,4145.016666666666
AC00012,8.65,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,48,Doctor,273,1,10778.35,104.0,344.63000000000005,4145.016666666666
AC00012,308.8,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,53,Retired,41,1,3966.54,56.0,344.63000000000005,4145.016666666666
AC00012,94.82,Credit,Columbus,D000123,175.230.206.232,M011,Branch,67,Retired,56,1,1267.72,138.0,344.63000000000005,4145.016666666666
AC00013,138.11,Credit,Phoenix,D000227,20.147.6.179,M001,Online,68,Retired,104,1,4177.65,0.0,203.91,4462.63125
AC00013,75.04,Debit,El Paso,D000037,52.1.78.30,M056,ATM,49,Engineer,178,1,9648.6,24.0,203.91,4462.63125
AC00013,172.92,Debit,Miami,D000519,214.67.148.245,M052,Online,20,Student,212,1,416.37,46.0,203.91,4462.63125
AC00013,33.46,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07,58.0,203.91,4462.63125
AC00013,114.98,Debit,Seattle,D000182,115.218.48.83,M032,Online,59,Retired,80,1,6144.68,12.0,203.91,4462.63125
AC00013,422.81,Debit,Los Angeles,D000050,77.92.193.22,M036,Branch,28,Student,193,1,1929.28,64.0,203.91,4462.63125
AC00013,246.27,Debit,Fresno,D000102,144.91.150.133,M058,Online,29,Doctor,141,1,7299.86,29.0,203.91,4462.63125
AC00013,427.69,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,56.0,203.91,4462.63125
AC00014,346.65,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,0.0,348.25333333333333,6523.997777777778
AC00014,427.0,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,32.0,348.25333333333333,6523.997777777778
AC00014,643.22,Debit,Atlanta,D000248,175.166.115.182,M073,ATM,64,Doctor,93,1,1035.86,16.0,348.25333333333333,6523.997777777778
AC00014,85.77,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,27.0,348.25333333333333,6523.997777777778
AC00014,121.91,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60,Doctor,133,1,14510.8,46.0,348.25333333333333,6523.997777777778
AC00014,605.42,Debit,Mesa,D000488,25.188.196.47,M085,ATM,21,Student,33,1,392.34,41.0,348.25333333333333,6523.997777777778
AC00014,10.3,Debit,Fresno,D000494,150.231.20.169,M022,ATM,47,Engineer,197,1,7801.32,32.0,348.25333333333333,6523.997777777778
AC00014,174.25,Debit,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,17.0,348.25333333333333,6523.997777777778
AC00014,719.76,Debit,San Francisco,D000548,161.25.82.11,M038,Branch,19,Student,190,1,690.52,56.0,348.25333333333333,6523.997777777778
AC00015,50.9,Credit,Jacksonville,D000549,131.41.45.13,M089,Online,28,Student,150,1,1277.7,0.0,287.185,3903.65
AC00015,774.48,Debit,Louisville,D000233,76.136.92.235,M013,Branch,61,Doctor,31,1,11613.58,117.0,287.185,3903.65
AC00015,73.35,Debit,San Francisco,D000340,9.230.41.239,M093,Branch,24,Student,47,1,1181.84,84.0,287.185,3903.65
AC00015,250.01,Debit,Kansas City,D000191,157.47.114.20,M057,ATM,62,Retired,88,1,1541.48,133.0,287.185,3903.65
AC00016,314.52,Debit,Memphis,D000361,146.69.70.214,M057,ATM,80,Retired,229,1,7071.32,0.0,378.6616666666667,3985.7966666666666
AC00016,69.96,Debit,Baltimore,D000397,184.146.10.88,M060,Branch,28,Student,31,1,164.12,89.0,378.6616666666667,3985.7966666666666
AC00016,26.27,Credit,Portland,D000332,62.27.235.199,M027,Online,45,Engineer,177,1,8853.93,128.0,378.6616666666667,3985.7966666666666
AC00016,50.0,Credit,Jacksonville,D000309,150.231.20.169,M018,ATM,53,Doctor,87,1,185.87,61.0,378.6616666666667,3985.7966666666666
AC00016,1105.88,Debit,Omaha,D000159,41.82.55.163,M047,ATM,34,Engineer,36,1,2636.32,0.0,378.6616666666667,3985.7966666666666
AC00016,705.34,Debit,Washington,D000562,63.67.150.226,M026,Online,59,Doctor,124,1,5003.22,56.0,378.6616666666667,3985.7966666666666
AC00017,60.11,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,61,Retired,122,1,7235.87,0.0,226.69,3273.4739999999997
AC00017,492.84,Debit,Indianapolis,D000514,81.248.235.147,M081,ATM,25,Student,38,1,577.67,74.0,226.69,3273.4739999999997
AC00017,261.63,Debit,Chicago,D000622,77.7.223.184,M018,Branch,20,Student,150,1,477.03,10.0,226.69,3273.4739999999997
AC00017,103.48,Debit,Baltimore,D000640,1.98.25.114,M095,ATM,32,Engineer,33,1,6494.25,1.0,226.69,3273.4739999999997
AC00017,215.39,Debit,Detroit,D000409,196.121.240.10,M019,ATM,27,Student,216,1,1582.55,99.0,226.69,3273.4739999999997
AC00018,331.32,Debit,Sacramento,D000334,200.164.13.160,M078,Branch,61,Doctor,137,5,13054.54,0.0,552.89,8086.323333333334
AC00018,1228.81,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1,1821.0,90.0,552.89,8086.323333333334
AC00018,98.54,Credit,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1,9383.43,57.0,552.89,8086.323333333334
AC00019,126.29,Debit,Mesa,D000235,215.97.143.157,M009,Online,19,Student,56,1,1122.35,0.0,237.0475,4981.91
AC00019,41.13,Credit,Philadelphia,D000655,109.42.41.157,M030,Branch,77,Retired,58,1,6067.54,179.0,237.0475,4981.91
AC00019,291.46,Debit,Miami,D000665,149.84.108.18,M046,ATM,57,Retired,135,1,7142.53,0.0,237.0475,4981.91
AC00019,489.31,Debit,Louisville,D000293,156.235.3.171,M089,Branch,43,Engineer,36,1,5595.22,139.0,237.0475,4981.91
AC00020,353.82,Debit,Milwaukee,D000043,72.128.135.172,M035,ATM,42,Doctor,143,1,705.75,0.0,420.89000000000004,3833.6277777777777
AC00020,91.77,Debit,Omaha,D000504,93.160.83.196,M042,Branch,51,Doctor,174,1,9240.73,32.0,420.89000000000004,3833.6277777777777
AC00020,592.24,Debit,Tucson,D000201,159.37.30.154,M034,ATM,52,Doctor,140,1,9817.05,8.0,420.89000000000004,3833.6277777777777
AC00020,881.1,Debit,Phoenix,D000309,87.50.72.69,M093,Branch,28,Student,16,1,9951.68,50.0,420.89000000000004,3833.6277777777777
AC00020,603.23,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28,Student,48,1,117.98,8.0,420.89000000000004,3833.6277777777777
AC00020,28.52,Debit,Detroit,D000700,40.10.25.102,M021,ATM,20,Student,163,1,662.51,10.0,420.89000000000004,3833.6277777777777
AC00020,359.65,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,36.0,420.89000000000004,3833.6277777777777
AC00020,288.04,Debit,Denver,D000582,205.69.66.135,M092,ATM,68,Retired,63,1,1748.02,56.0,420.89000000000004,3833.6277777777777
AC00020,589.64,Debit,Charlotte,D000443,187.52.200.18,M050,Online,62,Retired,210,1,2039.4,113.0,420.89000000000004,3833.6277777777777
AC00021,486.61,Credit,Sacramento,D000334,152.140.239.181,M047,ATM,48,Engineer,130,1,2006.69,0.0,532.9175,3631.3912499999997
AC00021,762.74,Debit,Los Angeles,D000196,8.136.178.116,M053,ATM,64,Doctor,244,1,207.1,5.0,532.9175,3631.3912499999997
AC00021,416.55,Debit,Oklahoma City,D000430,188.205.152.176,M038,Online,33,Engineer,73,1,922.96,41.0,532.9175,3631.3912499999997
AC00021,275.92,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,1777.38,19.0,532.9175,3631.3912499999997
AC00021,734.86,Credit,Boston,D000198,134.140.85.231,M075,Branch,48,Engineer,290,1,6242.03,70.0,532.9175,3631.3912499999997
AC00021,180.24,Debit,Phoenix,D000106,169.67.220.37,M098,Branch,58,Engineer,144,1,8431.23,28.0,532.9175,3631.3912499999997
AC00021,1142.83,Credit,Omaha,D000493,219.98.242.240,M028,Branch,61,Retired,48,1,2467.39,129.0,532.9175,3631.3912499999997
AC00021,263.59,Debit,Dallas,D000333,150.25.200.56,M052,Branch,71,Retired,16,1,6996.35,34.0,532.9175,3631.3912499999997
AC00022,1.82,Debit,San Francisco,D000652,146.250.144.172,M009,Online,80,Retired,60,1,5571.39,0.0,193.92000000000002,6334.74
AC00022,91.53,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,138.0,193.92000000000002,6334.74
AC00022,514.33,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25,Student,160,1,1592.94,41.0,193.92000000000002,6334.74
AC00022,168.0,Credit,Tucson,D000669,72.128.135.172,M053,Branch,32,Engineer,11,1,3498.58,3.0,193.92000000000002,6334.74
AC00023,196.08,Debit,San Francisco,D000623,198.73.211.114,M088,Online,61,Retired,98,1,4233.82,0.0,208.62333333333333,3662.5466666666666
AC00023,254.92,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,47.0,208.62333333333333,3662.5466666666666
AC00023,126.22,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,23.0,208.62333333333333,3662.5466666666666
AC00023,191.89,Debit,San Antonio,D000004,42.3.3.101,M041,Branch,25,Student,14,1,399.57,134.0,208.62333333333333,3662.5466666666666
AC00023,59.73,Debit,Fresno,D000681,186.57.149.225,M019,ATM,27,Student,56,1,800.93,15.0,208.62333333333333,3662.5466666666666
AC00023,422.9,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,42.0,208.62333333333333,3662.5466666666666
AC00024,423.53,Credit,Kansas City,D000239,32.71.250.58,M025,Branch,50,Doctor,81,1,5453.4,0.0,285.38800000000003,3440.032
AC00024,820.46,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,53,Engineer,243,1,5621.86,180.0,285.38800000000003,3440.032
AC00024,69.28,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,38.0,285.38800000000003,3440.032
AC00024,28.78,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,38.0,285.38800000000003,3440.032
AC00024,84.89,Debit,San Jose,D000618,201.113.165.203,M018,ATM,37,Engineer,70,1,4735.61,37.0,285.38800000000003,3440.032
AC00025,350.11,Credit,Raleigh,D000510,24.181.236.233,M050,Online,74,Retired,178,1,4639.04,0.0,207.685,6009.835
AC00025,65.26,Debit,Sacramento,D000489,77.208.193.198,M026,Branch,26,Student,72,1,7380.63,162.0,207.685,6009.835
AC00026,39.31,Debit,Portland,D000394,203.197.235.35,M053,Online,25,Student,178,1,1236.38,0.0,158.685,4629.8516666666665
AC00026,90.88,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,26.0,158.685,4629.8516666666665
AC00026,66.5,Credit,Louisville,D000419,13.88.251.53,M098,Online,32,Engineer,144,1,6820.23,53.0,158.685,4629.8516666666665
AC00026,329.69,Credit,San Antonio,D000278,146.69.70.214,M088,Online,26,Student,66,1,1671.66,103.0,158.685,4629.8516666666665
AC00026,278.27,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,9.0,158.685,4629.8516666666665
AC00026,147.46,Credit,Albuquerque,D000380,78.69.172.205,M071,Online,65,Doctor,205,1,7458.03,93.0,158.685,4629.8516666666665
AC00027,277.02,Credit,Denver,D000561,65.149.11.248,M042,ATM,46,Doctor,227,1,8586.38,0.0,185.84666666666666,9518.5
AC00027,18.46,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,21.0,185.84666666666666,9518.5
AC00027,262.06,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,63,Doctor,118,1,13587.52,6.0,185.84666666666666,9518.5
AC00028,1664.33,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,18,Student,65,1,1588.31,0.0,723.39,1610.4666666666665
AC00028,398.36,Debit,Columbus,D000022,80.58.55.129,M006,ATM,22,Student,56,1,1863.7,121.0,723.39,1610.4666666666665
AC00028,107.48,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,20,Student,103,1,1379.39,179.0,723.39,1610.4666666666665
AC00029,1192.95,Debit,Las Vegas,D000227,71.93.189.160,M068,Branch,23,Student,73,1,325.15,0.0,323.68666666666667,6264.863333333334
AC00029,116.97,Debit,Oklahoma City,D000054,23.92.205.75,M041,ATM,18,Student,299,1,729.7,23.0,323.68666666666667,6264.863333333334
AC00029,101.19,Credit,Denver,D000524,80.155.14.197,M033,Online,64,Doctor,75,1,14389.45,80.0,323.68666666666667,6264.863333333334
AC00029,390.35,Credit,Omaha,D000274,101.223.82.253,M019,ATM,64,Doctor,61,1,7095.88,17.0,323.68666666666667,6264.863333333334
AC00029,129.48,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,42.0,323.68666666666667,6264.863333333334
AC00029,11.18,Debit,Miami,D000609,176.96.83.253,M035,ATM,53,Engineer,144,1,7467.3,14.0,323.68666666666667,6264.863333333334
AC00030,211.1,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,0.0,329.96666666666664,5498.2877777777785
AC00030,520.86,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,106.0,329.96666666666664,5498.2877777777785
AC00030,456.93,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76,42.0,329.96666666666664,5498.2877777777785
AC00030,363.84,Debit,Columbus,D000069,26.240.219.199,M048,Online,73,Retired,118,3,5415.64,8.0,329.96666666666664,5498.2877777777785
AC00030,384.41,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,60,Engineer,65,1,7831.56,36.0,329.96666666666664,5498.2877777777785
AC00030,76.89,Debit,Chicago,D000671,199.103.32.145,M011,ATM,55,Doctor,132,1,7374.26,18.0,329.96666666666664,5498.2877777777785
AC00030,356.1,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,26,Student,187,1,868.35,31.0,329.96666666666664,5498.2877777777785
AC00030,251.4,Debit,Tucson,D000502,189.20.224.220,M023,ATM,57,Retired,178,1,2561.67,1.0,329.96666666666664,5498.2877777777785
AC00030,348.17,Debit,El Paso,D000269,82.51.236.134,M072,ATM,21,Student,181,1,1887.84,3.0,329.96666666666664,5498.2877777777785
AC00032,467.13,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,0.0,376.0733333333333,3675.5722222222225
AC00032,239.85,Debit,Tucson,D000001,121.67.144.20,M047,ATM,70,Retired,50,1,1477.63,53.0,376.0733333333333,3675.5722222222225
AC00032,582.17,Debit,Tucson,D000032,147.114.91.132,M093,Branch,57,Engineer,135,1,7310.83,14.0,376.0733333333333,3675.5722222222225
AC00032,52.23,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,6.0,376.0733333333333,3675.5722222222225
AC00032,388.21,Credit,Columbus,D000387,145.246.171.225,M013,Branch,53,Doctor,237,1,9724.49,6.0,376.0733333333333,3675.5722222222225
AC00032,341.67,Debit,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,46.0,376.0733333333333,3675.5722222222225
AC00032,248.76,Debit,Portland,D000390,149.46.124.220,M070,Branch,21,Student,117,1,6178.77,4.0,376.0733333333333,3675.5722222222225
AC00032,1020.73,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61,145.0,376.0733333333333,3675.5722222222225
AC00032,43.91,Debit,Albuquerque,D000515,149.84.108.18,M073,Online,27,Student,86,1,1806.68,50.0,376.0733333333333,3675.5722222222225
AC00033,397.01,Debit,Los Angeles,D000044,92.180.81.50,M058,ATM,22,Student,100,1,719.52,0.0,150.165,3460.8866666666668
AC00033,40.57,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,6.0,150.165,3460.8866666666668
AC00033,46.53,Debit,San Francisco,D000287,133.67.250.163,M082,ATM,42,Engineer,34,1,4468.12,45.0,150.165,3460.8866666666668
AC00033,63.54,Debit,Dallas,D000195,51.250.122.123,M045,ATM,26,Engineer,136,1,4401.78,9.0,150.165,3460.8866666666668
AC00033,305.92,Debit,El Paso,D000128,136.172.149.77,M057,ATM,72,Retired,88,1,1445.47,57.0,150.165,3460.8866666666668
AC00033,47.42,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,8253.52,28.0,150.165,3460.8866666666668
AC00034,95.35,Debit,Chicago,D000348,39.163.103.27,M032,Online,21,Student,131,1,1639.9,0.0,251.97500000000002,2910.24
AC00034,637.97,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,34.0,251.97500000000002,2910.24
AC00034,202.11,Debit,Memphis,D000072,59.208.79.116,M005,ATM,27,Student,18,1,746.47,125.0,251.97500000000002,2910.24
AC00034,72.47,Debit,Boston,D000066,89.18.54.235,M083,Online,29,Doctor,72,1,1305.56,69.0,251.97500000000002,2910.24
AC00035,70.88,Credit,Omaha,D000315,169.67.220.37,M087,Branch,74,Retired,176,1,1794.65,0.0,239.0188888888889,6841.31
AC00035,471.88,Credit,San Jose,D000317,133.67.250.163,M054,Online,34,Doctor,141,1,14833.34,34.0,239.0188888888889,6841.31
AC00035,78.92,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,88.0,239.0188888888889,6841.31
AC00035,813.78,Credit,Atlanta,D000627,101.90.40.193,M012,ATM,54,Doctor,55,1,14935.5,3.0,239.0188888888889,6841.31
AC00035,206.63,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53,131.0,239.0188888888889,6841.31
AC00035,171.16,Debit,New York,D000459,147.119.62.178,M058,Online,51,Retired,42,1,6126.5,20.0,239.0188888888889,6841.31
AC00035,73.23,Debit,Portland,D000059,155.37.19.43,M022,Branch,26,Student,14,1,787.74,10.0,239.0188888888889,6841.31
AC00035,53.51,Debit,New York,D000671,136.172.149.77,M030,Online,56,Retired,165,1,5773.5,6.0,239.0188888888889,6841.31
AC00035,211.18,Debit,Washington,D000428,64.89.183.39,M059,ATM,73,Retired,90,1,4069.17,32.0,239.0188888888889,6841.31
